,character_name,dialogue,polarity
9770,finn,  That was better... but we can do better.,0.5927
9771,finn,  Let's back on up and run at each other!,0.0
9772,finn,  I like the pain.,-0.2023
9773,finn,  Ready!?,0.0
9774,finn,  Jake!,0.0
9775,finn,  I know how we can do the most ultimate high-five ever!!,0.0
9776,finn,"[' You ready to do this, dude!?']",0.4199
9777,finn,  SUPER-ULTIMATE HIGH-FIVE GO!!!,0.0
9778,finn,[' Awesome...'],0.0
9779,finn," Stunts! ,  Hi-ya! ,  Yeah!",0.4724
9780,finn,"  Dude, it's a spider web.",0.0
9781,finn,"  No way, I'll stunt you out! Whoah! ,  ...I was thinking something else would happen.",-0.4184
9782,finn,"  The only sharp thing I had was my fingernails, but you made me cut them.",-0.3919
9783,finn,  I guess my fingernails are really loaaeaeuAAAAHH--! ,0.0
9784,finn,"  Oh, yeah. Sorry.",0.2263
9785,finn,  Can you... stretch us out of here?,0.0
9786,finn,"  That's not a circle. That's, like, a straight line.",-0.0541
9787,finn,"  Well, don't just give up.",0.2732
9788,finn,"  We gotta go, Jake! Jake!",0.0
9789,finn,"  What's going on there, Jake? ",0.0
9790,finn,"  You guys are sad. ,  Ugh! What is that sound? Sick, dude! She makes that sound, too?",-0.8791
9791,finn,"  Dude, that's not cool. You need to think about what you say and how that affects your lady.",-0.2411
9792,finn,  Wait!,0.0
9793,finn,"  Umm... ,  Right now, we gotta real-talk about your girlfriend.",0.0
9794,finn,"  Uhh... ,  We real-talk now, or you're going to be as single as your stinky web squirter!",-0.4199
9795,finn,  I'm not in cahoots!,0.0
9796,finn,[' Okay.'],0.0
9797,finn,"["" I'm gonna fake eat you, man.""]",-0.4767
9798,finn,"["" Okay, first off, then, how you're going about this isn't working. Am I right?""]",0.2263
9799,finn,"["" Cool, now we've gotta do damage control. Healing the negs energy at the source.""]",0.0516
9800,finn,"[' Alright, uhh...']",0.25
9801,finn,"["" Go find Barb a present. That'll fix the first neg. Can you do that?""]",0.0
9802,finn,"  You're free! ,  Aw, man.",0.5562
9803,finn,"  Yeah, think fast, what can we use?",0.296
9804,finn,  I have a dumb idea.,-0.5106
9805,finn,  Shoot!,-0.4003
9806,finn,"  Ha ha, yes! Finally! ",0.7955
9807,finn,"[' Yeah, you mommy!']",0.3595
9808,finn,"  Nothing. ,  Oh, crab apples!",0.0
9809,finn,"  Oh, uh, he's getting you an ""I'm sorry"" gift.",0.3818
9810,finn,"  Yo, that's wrong!",-0.5255
9811,finn,  His wife's gonna eat him!,0.0
9812,finn,"  Yeah, I'm stupid. But I know something real. You shouldn't eat your husband!",-0.2244
9813,finn,  Not exactly...,0.0
9814,finn,  What is happening!?,0.0
9815,finn,"  Aw, sick!",-0.5562
9816,finn,  Think they're gonna make it?,0.0
9817,finn,"  Haha, let's see... ,  First we visit Tree Trunks for apple pie, and then we go to Bubblegum's science music thing!",0.5093
9818,finn,  That's after we make dream sandwiches!,0.3164
9819,finn,[' Whoo!'],0.0
9820,finn,[' Tree Trunks!'],0.0
9821,finn,  Tree Trunks!,0.0
9822,finn,  Cool.,0.3182
9823,finn,"  Where's the apple pie, Tree Trunks?",0.0
9824,finn,  WHOA! You love 'er?!,0.6988
9825,finn,"["" You just said you love 'er.""]",0.6369
9826,finn,"  Dude, you should just tell her how you feel!",0.0
9827,finn,  ,0.0
9828,finn,"  You givin' me a back rub, bro?",0.0
9829,finn,"  Hyeah! Break it up, break it up! Okay, the love show is over! Princess, please continue.",0.851
9830,finn,  Y'all are too affectionate. It makes people feel... bothered when you and the Pig your affection in public!,0.6476
9831,finn,"  You two need to hide your love... or else, you'll end up making the whole world throw up!",-0.2481
9832,finn,  Thank you.,0.3612
9833,finn,  I think I saw it in the closet!,0.0
9834,finn,  Nice stacks of sandwiches!,0.4753
9835,finn,"  I'm makin' a cheese sandwich! ,  Tree Trunks! Pig! Come on!",0.0
9836,finn,"["" Doesn't look like Tree Trunks and Pig are around!""]",-0.3404
9837,finn,[' Just try to ignore it and watch the movie!'],-0.4199
9838,finn,"  Tree Trunks, this has gone on long enough! No more spending time with the Pig, unless you do it, inside your own home.",-0.3595
9839,finn,"  Then, why don't you two just get married?",0.0
9840,finn,  Then I guess we only have one option.,0.0
9841,finn,  Alright. ,0.25
9842,finn,"[' Sorry, Tree Trunks.']",-0.0772
9843,finn,  Why don't you make apple pie to take your mind off of it?,0.0
9844,finn,[' Go to him.'],0.0
9845,finn,  You know what? I like it. It's nice.,0.6486
9846,finn, Oh. Heh heh. What? Where are we?,-0.3736
9847,finn, What did we do last night?,0.0
9848,finn," Eh, I doubt it. Yo, do you see this? We're in a cage! Do you think we, like, did something wrong?",-0.5792
9849,finn, Who ya calling?,0.0
9850,finn, What?,0.0
9851,finn, Play it for the clues within.,0.34
9852,finn," Oh, no! What?!",-0.4184
9853,finn," Dude, do you remember any of that mess?",-0.3612
9854,finn," So we opened a portal to somewhere, but where? ",0.0
9855,finn, Are you sure?,0.3182
9856,finn,,0.0
9857,finn, Marceline's dad! We really are in the Nightosphere!,0.0
9858,finn," Whoa, wait. You're letting us go?",0.0
9859,finn, So what?,0.0
9860,finn," Hey, c'mon! Just tell us how we can get back to our world.",0.0
9861,finn," Well, dude, how do we talk to him?",0.2732
9862,finn," Yeah, but we don't even know why we're here!",0.2244
9863,finn," Maybe this is where they put all the dummy demons. ,  Right, big guy? You're not so smart, right? Yeah... ,  Let's go out that hole, man.",-0.4945
9864,finn," Mm-hm, mm-hm. Pretty neat.",0.7351
9865,finn," Whoa, look!",0.0
9866,finn, What is that?,0.0
9867,finn, Cool.,0.3182
9868,finn," Alright, well, how about that dude? ",0.4767
9869,finn," Yo, bros! How do we talk to Hunson Abadeer?",0.0
9870,finn," Bye, mister! ,  Who's the teller? That guy? ",0.0
9871,finn," Hey, guy, are you the teller?",0.0
9872,finn," No, man, are you for real? How long's the wait?!",-0.4314
9873,finn, Bunk that!,0.0
9874,finn, Why do we need to see the teller anyway? We just wanna see Hunson Abadeer and find out what happened to us!,0.0
9875,finn, Where's the line start?,0.0
9876,finn, Excuse me! Excuse me! Big man? Over here!,0.3561
9877,finn," Uh, yeah, how long have you been in line for?",0.296
9878,finn," Oh, butt traps. Jake, stretch us to the front.",0.0
9879,finn," All right, dudes, chill! We'll wait! ",0.0
9880,finn, I can't feel my legs.,0.0
9881,finn, SAY SOMETHING!! Say something to me!!!,0.0
9882,finn, Just make up words then!,0.0
9883,finn," Yo, yo! We wanna talk to Abadeer!",0.0
9884,finn, 42 million?! What's the number on the door?,0.2387
9885,finn, That's us!,0.0
9886,finn, I'm gonna lose it! Waaaaaaaaaaahhh... ,-0.4574
9887,finn, I guess.,0.0
9888,finn, I don't know if my little boy heart can take it.,0.0
9889,finn, Mm-hmm.,0.0
9890,finn, Ok.,0.296
9891,finn," Well, at least I can see the end of the line, I think. Let's wait the heck out of this line!",0.3382
9892,finn, I'm super pumped!,0.636
9893,finn," Oh, yeah, we've got questions.",0.296
9894,finn," No way, dude, I got questions.",-0.296
9895,finn," What the hey, Jake!",0.0
9896,finn," Hey, bloodmist cloud! What happened to us? Why can't we remember any—? Oh, it's gone.",0.0
9897,finn," Hey, cloud! Where's Abadeer? Whoa, look at all these paintings. I think this is Hunson Abadeer's house.",0.0
9898,finn, Hunson Abadeer!,0.0
9899,finn," Yeah, why'd you lock us up, Abadeer? When Marceline finds out about this, it's gonna stir up some heavy daddy-daughter issues.",0.296
9900,finn," Oh, my lob, Jake! You found the portal!",0.0
9901,finn, What the—?,0.0
9902,finn," But Marcy, let us help you!",0.5916
9903,finn, Marceline's in trouble! We gotta go back and save her.,0.2003
9904,finn,  Whaddup camera phone!,0.0
9905,finn,"  Whoa, wait a minute Marceline. Last time I saw your dad, ,  I sliced open his soul sack. ",0.0
9906,finn,"  Okay, but I'm keepin' an eye out for your old man in case he pulls any ,  sneak attacks.",-0.5267
9907,finn,"  Stay away from me, old man! ",0.0
9908,finn,  Okay!,0.2942
9909,finn,"  Jake, grab the amulet! ",0.0
9910,finn,"  Hey man, there's another video!",0.0
9911,finn,"  That amulet's controlling Marceline! We have to go back and help her! ,  We're gonna get back using that one portal spell we know! ,  Maloso vobiscum et cum spiritum! ",0.5951
9912,finn,"  Oh yeah. Oh! ,  Jake! Can you turn into a gross demon?",-0.3578
9913,finn,  Grosser!,-0.1511
9914,finn,"[' Paper plate mask, yo!']",0.0
9915,finn,  Let's go! ,0.0
9916,finn,  I think we can charge up there and rip the amulet off her neck. ,0.0
9917,finn,"  Yeah, okay, okay!",0.6476
9918,finn,  Ahh! Don't kill us Marceline!,0.6511
9919,finn,"[' Your friends, remember?']",0.4767
9920,finn,"  Run! ,  Marceline...",0.0
9921,finn,  What are you doing?,0.0
9922,finn,  It's Marceline! That's her out there!,0.0
9923,finn,"["" No! We have to save 'er!""]",0.3786
9924,finn,  From the amulet!,0.0
9925,finn,  But that's not what she wants!,0.0
9926,finn,  Maybe we can get these dudes to help us! ,0.4574
9927,finn,"  Wait, that's it! We're gonna freestyle a political rap to get these guys to rise out of their systemized demon apathy.",-0.2003
9928,finn,  Marceline! ,0.0
9929,finn,[' Jake! The tree house!'],0.0
9930,finn,[' Jake! Take her! '],0.0
9931,finn,"  Marceline... ,  No one... ,  leaves the Nightosphere!",-0.3595
9932,finn,"  Yeah, man!",0.3595
9933,finn,  Whaaaat?,0.0
9934,finn,"  Hey, Princess Bubblegum. Hey, everybody.",0.0
9935,finn,  Yeah... I'm havin' some sweat issues here! I'll go get us some snackety-juice.,0.0
9936,finn,"  Check it out, Jake! I got us some peanuts. And punch! ",0.0
9937,finn,"["" Choking!! Don't give up on me, man!""]",-0.5962
9938,finn," Yeah. 'S pretty cool. It's the Enchiridion—the hero's handbook. ,  Hey, guy, you alright? ,  Haha. He's all good! Everybody get back to your dancin'!",0.9347
9939,finn,"  Whoa. Haha. I think you're right. Hey, bear, you gonna come hang out with us? ,  Whaddaya say, bear? ,  Heh-heh. Awesome.",0.8156
9940,finn,  Yeah. He's totally weird. Hahaha! ,0.6572
9941,finn,"  Jake! Hey, Jake! ,  Jake!",0.0
9942,finn,  Come here! Ya gotta check this out!,0.0
9943,finn,"  Check this out, man. This bear is tops blooby! ,  Watch this. ,  Ya gotta try this, Jake. He does everything I do!",0.5972
9944,finn,"  Haha, come on, Jake, try it!",0.5093
9945,finn,"["" He's got me down pat! Heh-hah! Sweeping's weak.""]",0.0
9946,finn,  Whoa! This guy's alright!,0.3786
9947,finn,"  Hey, come on, he's just a bear. He don't know nothin'.",0.0
9948,finn,"  Yeah, I guess you're right, Jake. It is pretty late. He should probably stay here tonight. ,  You can sleep in the bathtub!",0.69
9949,finn,"["" Brathtub, hahaha! This guy's tops blooby!""]",0.8168
9950,finn,  What are you doing?!,0.0
9951,finn,"  That sounds rad, man.",0.0
9952,finn,  ...I do believe you.,0.0
9953,finn,"  It's just, y'know, who cares? Dancing, wearing clothes... He ain't hurtin' nobody. He's just doin' it up, y'know? He's just cool, and he likes my style. That ain't a crime.",0.8836
9954,finn,"  Okay. Great. I'm going back to bed. You comin', smart guy?",0.8271
9955,finn,"  Anyway, I gotta go pick up BMO from soccer. I'll be back soon. And remember: don't eat my special Finn Cakes. Finn only.",-0.3089
9956,finn,"  OH, MY GLOB, WHAT?!?! JAKE! YOU ATE ALL MY FINN CAKES! WHAT THE STINK!",-0.6402
9957,finn,"["" The bear ate all my cakes, and you just sat there and watched him do it?! What's wrong with you?!""]",-0.6179
9958,finn,"["" He's a bear, Jake! He's a wild animal! He doesn't know things! He just does stuff! He's cool!""]",0.0
9959,finn,  ...Wait. What? What party?,0.4696
9960,finn,"[' ""Finn\'z... bezt... party?"" But... I didn\'t make this flyer.']",0.0
9961,finn,  What the what?,0.0
9962,finn,"  She's not my... ,  We never went steady.",0.0
9963,finn,"  Not cool, man. ,  You're not me. You're just a bear acting like me. ,  It's okay, everyone. The imposter is gone.",0.3481
9964,finn,[' Wait... what?'],0.0
9965,finn,"  Hey! Hey, bear!",0.0
9966,finn,  Hey. I... I didn't mean to make you feel so bad about yourself. I'm really sorry about that.,-0.7256
9967,finn,"  But... you're a super-rad bear, so... why not just be you?",0.0
9968,finn,[' Awww...'],0.0
9969,finn,"  Hold on, bear. I got something for ya. It's the Enchiridion, the hero's handbook. Everything you need to know about being a hero is in this book. Take it, and learn.",0.5574
9970,finn,"  Whatever, man. We never use it, except for, like, sitting on it when the grass is wet and stuff. ,  Drink your fill of knowledge. Someday, you'll be a great hero.",0.8807
9971,finn,  The Tree of Blight.,0.0
9972,finn,"  Every hundred years, it spews evil spores across the land.",-0.6597
9973,finn,"  What the—?! Is this an extra butt?! ,  Quick, Jake! Burn the tree!",0.0
9974,finn,"  No! ,  Jake, hurry!",-0.4184
9975,finn,"["" No, he's just... hugging me gently!""]",0.2244
9976,finn,  Didn't even tell me its name...,0.0
9977,finn,"[' Oh, sweet! Ha-ha-ha!']",0.555
9978,finn,"  I just feel affectionate, I guess. Hugging helps.",0.8074
9979,finn,  I feel hot. ,0.0
9980,finn,  Yeah. I feel like a million clams.,0.5719
9981,finn,"  What's the matter, Cinnamon Bun?",0.0258
9982,finn,  Uh... I didn't hug you last night.,-0.3724
9983,finn,"  CB says I hugged 'im. Haha. Cinnamon Bun, you got some crazy notions. I tell ya. ,  Oh, Cinnamon Bun. ,  What a crazy story, buddy.",0.2263
9984,finn,"  Wait. You don't think I actually snuck into Cinnamon Bun's room and hugged him, do you?",0.4019
9985,finn,"["" But no. Why would I? And don't tell me it's because I have repressed emotional feelings for Cinnamon Bun.""]",-0.5927
9986,finn,  ...So...?,0.0
9987,finn,  Like last night!,0.4199
9988,finn,"  Well, how can I get uncursed?",0.2732
9989,finn,"  Uh... I'm scared, Jake... ",-0.4404
9990,finn,"  I'm sorry! ,  I feel hot! Rrrrr!!",-0.3544
9991,finn,  I think so.,0.0
9992,finn,  Yeah. I heard you. I said I think so.,0.296
9993,finn,  Oh. Okay. IS THIS GOOD?!?,0.7339
9994,finn,  Prickly and painful.,-0.5859
9995,finn,"  Cool. So, can I hug the cactus now?",0.6887
9996,finn,  But that poor cactus! It... it... NEEDS ME! ,-0.6941
9997,finn,"[' I want to hug you, Jake! Close!']",0.6103
9998,finn,  I'LL HUG YOUR MOM!,0.5255
9999,finn,  Hrrugs!! HUGS FOR BUDDIES! ,0.7012
10000,finn,"  Bring it in, guys!",0.0
10001,finn,  Not cool!,-0.308
10002,finn,"  Hug wolf, away!",0.5255
10003,finn,"[' Hug you up, bro! ']",0.5255
10004,finn,[' HUUUUGS!!'],0.0
10005,finn,"  Huh? Huh? ,  What... What happened? Jake... what happened to me last night?",0.0
10006,finn,  NO!,-0.3595
10007,finn,"  People of the Candy Kingdom, all I've ever wanted was to keep you all safe, ...and because I can't undo the hugs I've caused, my sole wish is to be locked up forever in the Candy Dungeon.",0.4537
10008,finn,"  Huh? ,  HUUUGS!! ",0.0
10009,finn,  Don't you want a hug?,-0.4168
10010,finn,  Not even a little one?,0.0
10011,finn,  You want a hug?,0.5267
10012,finn,  You call that a hug?,0.4767
10013,finn,  I just... didn't feel like I needed any more hugs.,0.3363
10014,finn,[' JAKE!!!!!'],0.0
10015,finn,  Wait... what?!,0.0
10016,finn,  Peebo?,0.0
10017,finn,"  Eh...okay, calm down...",0.3182
10018,finn,  Whoa! Gals... we'll find this crazy freak and return all of your body parts!,-0.7379
10019,finn,"  It's... it's okay, Hot Dog Princess! We'll be right back.",0.2942
10020,finn,"  Ice King, we know you did it!",0.0
10021,finn,  What's h— Oww... ,0.0
10022,finn,  A mo-mo-mons-mo.....,0.0
10023,finn,"  If we look at her with these mirrors, her ugliness will have no effect on us.",-0.7096
10024,finn,"  Hey, Ice King!",0.0
10025,finn,  Do you give up?!,0.0
10026,finn,"  Yeah, mans. Wait... where'd your wife go?",0.296
10027,finn,  Huh?,0.0
10028,finn,"  Um, it's just a little stick fort.",0.0
10029,finn,"  I like it when you get small, Jake.",0.3612
10030,finn,"[' Whoa, Peppermint Butler!']",0.0
10031,finn,"  Hi, Goliad. I'm Finn.",0.0
10032,finn,"  Hi, Goliad.",0.0
10033,finn,  What did you use to make her?,0.0
10034,finn,  What? Let us teach her.,0.0
10035,finn,"  C'mon, Goliad.",0.0
10036,finn,"['\xa0See ya later, Princess! Get some sleep!']",0.0
10037,finn,"  Look, Goliad. This is a preschool. I'm gonna set up some obstacles and all that for you to learn on, is that okay? ",-0.1779
10038,finn,"  Okay, great. Jake, you go and get some kids from inside to help with the lesson and such.",0.8271
10039,finn,"  Oh, hey, y'all are just in time. You ready to pop this croc's back Dr. Goliad?",0.3612
10040,finn,"  Oh, no, it's cool. I got helmets for everybody.",0.0258
10041,finn,"  Okay, Goliad, you ready to lead? ",0.5267
10042,finn,"  Okay, in 3, 2, 1... ,  Go!",0.2942
10043,finn,"  Stop stop! No, Goliad, no! Leading isn't about scaring people, you gotta stay calm and use your head. Use that beautiful brain, girlfriend.",0.3378
10044,finn,"  Yeah! Don't be shy. Try it on me, lead me.",0.4993
10045,finn,"["" No, Goliad, that's wrong, too.""]",-0.6486
10046,finn,"  You can't just control people or whatever, it's messed up.",-0.34
10047,finn,"  Um, no, no. ...Wait, is that true? ",-0.1531
10048,finn,  Princess! Princess!,0.0
10049,finn,  She got the wrong idea about leadership!,-0.5255
10050,finn,"  Don't worry, Princess. We'll stop her!",0.1275
10051,finn,"  Goliad, no!",-0.3595
10052,finn,"[""\xa0Jake, don't swallow!""]",0.0
10053,finn,"  Uhh, you're in Finn's bubble.",0.0
10054,finn,"[""\xa0Don't think of the plan... Think of something else. Think of something else.""]",0.0
10055,finn,"  Yeah, that dude saved me.",0.6124
10056,finn,  Wha-- What are they doing now?,0.0
10057,finn,  They're so evenly matched that it's a stalemate!,0.0
10058,finn,"  Well, that's pretty cool, but... I don't understand. If Goliad and Stormo are the same, how come Stormo is a good guy?",0.8591
10059,finn,"  Oh, whoa so, that means Stormo is like... my son?",0.0
10060,finn,"  Happy birthday, Stormo.",0.5719
10061,finn,  Nuts to that. I wanna find a mystery cave.,-0.3182
10062,finn,  Ow!,0.0
10063,finn,  Ooh-la-la.,0.0
10064,finn,"  Mystery cave! C'mon, Jake! ,  Oh, my glory...",0.0
10065,finn,  Yeah. I want it for my sacred bathroom.,0.3612
10066,finn,  Jake!! You see this crazy jazz?!,-0.5612
10067,finn,"  Jake! C'mon quit messin' with me. ,  WHOA!",0.0
10068,finn,"  Me, too, bro.",0.0
10069,finn,  Heh heh heh heh heh!,-0.6476
10070,finn,"  What? Nooo... ,  No! Not this song!!",-0.4724
10071,finn,"  Guys... I haven't liked this song since I was two. ,  Cut it OUT! ",-0.5753
10072,finn,"["" It's just a dumb old leaf, ya dumb old Ice King.""]",-0.765
10073,finn,  Wait! What?! Ice King! You can hear me?,0.0
10074,finn,"  No, it's just no one else can see me or hear me talk.",-0.5267
10075,finn,"  Man... Never thought I'd be happy to talk to you, Ice King. Can ya help me get free??",0.8767
10076,finn,  Anyways... Where do all these spirits come from?,0.0
10077,finn,  Sick.,-0.5106
10078,finn,  Cool.,0.3182
10079,finn,  And doing that will set me back to normal??,0.0
10080,finn,[' So be it!'],0.0
10081,finn,"  I... did it. ,  I did it. I'm ready, Ice King. Make me normal now.",0.3612
10082,finn," Ew! Ew! Ew! ,  Eeeewwww!! ",0.0
10083,finn,  So... now I can go back to normal.,0.0
10084,finn,  ...What?,0.0
10085,finn,  What is that?,0.0
10086,finn,  What do I do? Follow the heads?,0.0
10087,finn," Alright, man, I'll get it. ,  Where's your daddy, huh? Is he hiding in there?",-0.1431
10088,finn,"  You better get back in the Spirit Hole, dead one. ,  Okay... ",-0.1779
10089,finn,"  Oh, my what? The cave?? How the...??? ...Weird. That's weird, but whatevs, though. ,  Whatevs. Ice King! Ice Kiiiing! ,  Where'd you go, Simon? ,  Ice King? ,  Dude, come on, what?",-0.4393
10090,finn,"["" I'm gonna re-open the hole.""]",0.0
10091,finn,  Great. Now we're both stuck in here.,0.4767
10092,finn,  STOP! WUUH!,-0.4184
10093,finn,"  Ah, jeez, come on!",0.0
10094,finn,"  Whoa, do that again. ,  Your hand is affecting the TV! We must have some kinda subtle effect on the material plane!",0.5837
10095,finn,  It's okay! But let's use our subtle influence to break the lamb!,0.2579
10096,finn,"  Yeah, man! Bwoooo! ,  It's workin', man! Combine the swirls!",0.5216
10097,finn,[' YES!!'],0.0
10098,finn,  Heh-heh.,0.0
10099,finn,"  Jake's ball landed over here, BMO!",0.0
10100,finn,  Heh heh heh heh heh heh!,-0.7088
10101,finn,"  'Sup, LSP?",0.0
10102,finn,  Wha?,0.0
10103,finn," ""WANTED—ADVENTURE SECRETARY."" ,  Smells like fruit pie.",0.3612
10104,finn,"["" Dude, look at 'er.""]",0.0
10105,finn,"  Yeah, it's sad. Come on. We've gotta help 'er.",0.2023
10106,finn,"  Oh. Uh... ,  We got some blueberries.",0.0
10107,finn,"["" Oh, cool. Old spaghetti. I'm gonna go heat this up. ""]",0.3182
10108,finn,"["" Have a good night. See ya in the mornin'.""]",0.4404
10109,finn,"  We're carrying these rocks on an adventure, up to the Mystery Mountains.",0.3182
10110,finn,  That's okay. Jake can carry 'em.,0.2263
10111,finn,"  C'mon, LSP. You can make it.",0.0
10112,finn,"  Hey, LSP, shake a leg.",-0.1779
10113,finn,  The Loch of Phantoms. Princess Bubblegum said the rocks would show us the safe path. ,0.4404
10114,finn,"  Haha! Jake! ""Ker-ploop.""",0.555
10115,finn,  Alright!,0.3164
10116,finn,"  We can meetcha back at the tree house later if you want. ,  That weird light...",-0.1027
10117,finn,"["" Huh? Listen, LSP, we've gotta be carefu—""]",0.0
10118,finn,"  No, LSP! It's not safe!",-0.6358
10119,finn,  She's stuck in there!,-0.3164
10120,finn,"  Oh. Uh, Bubblegum sent us on a quest to destroy these cursed mirrors. Evil stuff happens when you look into them.",-0.836
10121,finn,"  LSP... you don't need a mirror to know you look good. ,  You're beautiful on the inside. Like... your brain and stuff!",0.7959
10122,finn,"  Uh... Bye, LSP.",0.0
10123,finn,"  Oh. Yeah! Yeah, I have.",0.5707
10124,finn,[' Oh. Okay.'],0.0
10125,finn,"  Wow. Uh, thanks!",0.7901
10126,finn," Yeah, what's his beef?",0.296
10127,finn," Yeah. Yeah, and I could wear all black and I could be like, you know, like, your shadow.",0.8126
10128,finn, Yeah. Let's bust it.,0.296
10129,finn," Psst! Get ready, Jake. When we get to the cookie, you throw some milk in his face and yell, ""Alvin's hot juice box. Alvin's hot juice box."" He'll be really confused, and that's when we grab him and tie him up-style.",-0.0989
10130,finn, Yeah. Change of plans—I'll go take care of those chips. You keep the cookie distracted.,0.4588
10131,finn," Okay, awesome.",0.7184
10132,finn, Alvin's hot juice box! Alvin's hot juice— ,0.0
10133,finn, Jake! What are you doing?! What happened to the plan?,0.0
10134,finn, What? But-but he's a criminal!,-0.5707
10135,finn, Whaaaat?,0.0
10136,finn," Um... 'gainst? ,  WAAAH! Oof.",0.0
10137,finn,"  Hey, Jake, what's wrong? You look dumpy. How come? Is it because of that metal box? Is something sad inside?",-0.8708
10138,finn,"  There's lots of boxes that have nothing in them, but also, you can put something in the box, and then it won't be empty. Does that make you feel better?",0.6945
10139,finn,  What's Card Wars?,-0.5574
10140,finn,  How come you never talked about it before? It sounds cool!,0.3802
10141,finn,"  It is, man. But I still totally wanna play it. So no more moping, okay?",-0.0745
10142,finn,  What's that mean?,0.0
10143,finn,  So what kinda stakes do we play for?,0.34
10144,finn,  Those are good stakes.,0.4404
10145,finn,  Hey! You're ruining that pop with weird taste!,-0.508
10146,finn,"  Oh, gross.",-0.4767
10147,finn,  Doesn't matter. Let's just play.,0.3239
10148,finn,"["" You think you're gonna win? I'm gonna crush you! Party-dance-style, dweeb!""]",0.5837
10149,finn,  So... how do I get my land on the map?,0.0
10150,finn,  Uh...,0.0
10151,finn,"  Oh! ,  Hmmm...",0.0
10152,finn,[' Hey!!'],0.0
10153,finn,  Huh? ,0.0
10154,finn,  Uh... Can my Cool Dog and Ancient Scholar defeat your Husker Knights?,-0.1779
10155,finn,  Hmm. Then I floop the Pig.,0.0
10156,finn,  What?,0.0
10157,finn,  Hmm. No. It says I can floop the Pig. See?,-0.296
10158,finn,"  And, since I'm not actually attacking, your Cerebral Bloodstorm only does damage... to your own kingdom's troops.",0.357
10159,finn,"  What do you expect if all your power units come from corn? Pigs eat corn, dude. Cornfields stink.",-0.4019
10160,finn,  It's just logic!,0.0
10161,finn,  Hmm...,0.0
10162,finn,  Oh. Right.,0.0
10163,finn,  Hmm. ,0.0
10164,finn,"  Now my battle phase begins. I activate my Ancient Scholar... to begin studying. ,  And I also move my Pig to the Cave of Solitude so he can take a nap.",-0.3818
10165,finn,  I'll attack on a different turn.,-0.4767
10166,finn,  My Pig's in the Cave of Solitude.,0.0
10167,finn,  Uh... wouldn't Teleport only work on your own creatures?,0.0
10168,finn,"  How? You don't have any creatures that can touch 'im! ,  Face it, man. I'm the cool guy.",0.3802
10169,finn,"  What?! That'll destroy your kingdom too, won't it?!",-0.6645
10170,finn,  Aah!! My Pig!!,0.0
10171,finn,  Uhh...,0.0
10172,finn,"  Actually, my Ancient Scholar's been studying the Raise the Dead ability.",-0.4588
10173,finn," So, my Ancient Scholar raises the dead. ,  I floop the Pig.",-0.6486
10174,finn,  Look! My Tower's doin' a thing!,0.0
10175,finn,  Uh... Maybe we should take a break?,0.0
10176,finn,  Huh?!,0.0
10177,finn,"[' Oh, zing.']",0.0
10178,finn,"  Sorry! I gotta use the boy-style room! ,  BMO! BMO!",-0.3544
10179,finn,  BMO! Jake's acting banununununus!,0.0
10180,finn,  Yeah!,0.3595
10181,finn,  What?! I only played so he wouldn't be bummed!,0.4559
10182,finn,"  Okay, I'll try. But... I'm a Card Wars super Amadeus!",0.3595
10183,finn," Grob. Better make this look good. ,  Alright, Jake. Prepare for my ultimo attack!",0.6114
10184,finn," I need to get rid of my Pig so Jake can reconstitute his cornfields. ,  I activate the Pig—to attack your Wandering Bald Man.",-0.4767
10185,finn,  No way! You've underestimated me and my Pig all day!,-0.5972
10186,finn,[' Please lose. Please lose!'],0.2942
10187,finn,  Noooo!,0.0
10188,finn,[' Whoa. Math.'],0.0
10189,finn,  My boys!,0.0
10190,finn,  Heh. You got me.,-0.1531
10191,finn,"  No, no. I gotta take what's coming to me. ,  Hey... Not that bad! I like it!",-0.5013
10192,finn,  You want a taste?,0.0772
10193,finn,"[' In your face, dweeb!']",0.0
10194,finn,  I wasn't...,0.0
10195,finn,"  Huh. Oh, yeah! Cool.",0.5848
10196,finn,  Hey...,0.0
10197,finn,  That's not-,0.0
10198,finn,  Magic Man! Get UP!,0.0
10199,finn,[' Hee-yup-hoop! They took my friend to Mars! Fly me there and help me save him!'],0.8743
10200,finn,"  What do you mean, KILL?",-0.7531
10201,finn,  SQUEEZE!!!!,0.0
10202,finn,  You succubutt!,0.0
10203,finn,  How long have you had this house?,0.0
10204,finn,"  Well, I bet there's something in here that could help me save Jake.",0.7906
10205,finn,  What?! Where is it?,0.0
10206,finn,"  Yeah, what's the deal? This place is wrecked. Eeeew, ew! What am I stepping in??",0.4646
10207,finn,  Ugh!,-0.4753
10208,finn,"  Magic Man, what is your deal for real?",0.0
10209,finn,"  Well, for one, I think this house is a reflection of your sick brain. ,  Look at this. Yuk. Who's this you're standing with in this picture?",-0.296
10210,finn,"  ...all right. ,  Well, I'm gonna keep digging through this stuff til I find what you're taking about.",0.2732
10211,finn,  What?,0.0
10212,finn,  Holy crepes.,0.0
10213,finn,  This can take me to Mars?!,0.0
10214,finn,  How does it work?,0.0
10215,finn,"  But... It has to work. It has to. ,  For Jake. ",0.0
10216,finn,"  YAAAH! ,  WHOOOOOOAAA!!! ",0.0
10217,finn,[' Stop! '],-0.3595
10218,finn," Aw, man. ,  Force field.",0.0
